epoch	batch	loss	acc
12	71	2.263960599899292	0.2916666666666667
12	81	3.008410692214966	0.25
12	91	2.6516520977020264	0.25
12	101	2.4482386112213135	0.25
12	111	2.330169439315796	0.3333333333333333
12	121	2.1846730709075928	0.4166666666666667
12	131	2.3008744716644287	0.25
12	141	2.5861244201660156	0.2916666666666667
12	151	2.745262861251831	0.25
12	161	2.3439013957977295	0.375
12	171	2.8373899459838867	0.375
12	181	2.2489418983459473	0.4166666666666667
12	191	2.302351236343384	0.375
12	201	2.9318981170654297	0.125
12	211	2.2067627906799316	0.4583333333333333
13	1	1.9735336303710938	0.3333333333333333
13	11	2.7000138759613037	0.3333333333333333
13	21	2.227729320526123	0.5416666666666666
13	31	1.9051035642623901	0.4583333333333333
13	41	2.3441152572631836	0.375
13	51	2.411975622177124	0.2916666666666667
13	61	2.126911163330078	0.5416666666666666
13	71	2.9470577239990234	0.20833333333333334
13	81	2.224600076675415	0.3333333333333333
13	91	2.8410098552703857	0.20833333333333334
13	101	2.1219053268432617	0.4583333333333333
13	111	3.209693193435669	0.25
13	121	2.389893054962158	0.4166666666666667
13	131	2.3681962490081787	0.25
13	141	2.187305450439453	0.5416666666666666
13	151	1.867442011833191	0.4583333333333333
13	161	2.0994772911071777	0.375
13	171	2.1094603538513184	0.4166666666666667
13	181	2.113626718521118	0.4583333333333333
13	191	2.0351924896240234	0.4166666666666667
13	201	2.446370840072632	0.375
13	211	2.369288682937622	0.16666666666666666
14	1	2.4736039638519287	0.375
14	11	2.5021700859069824	0.2916666666666667
14	21	2.0443999767303467	0.5
14	31	2.0538594722747803	0.4166666666666667
14	41	2.159893751144409	0.4166666666666667
14	51	2.5366973876953125	0.2916666666666667
14	61	1.883175253868103	0.5
14	71	2.0484328269958496	0.4166666666666667
14	81	2.5346906185150146	0.25
14	91	2.412447690963745	0.4166666666666667
14	101	2.018399238586426	0.2916666666666667
14	111	2.826594352722168	0.125
14	121	2.455922842025757	0.2916666666666667
14	131	4.218314170837402	0.125
14	141	2.393331289291382	0.4166666666666667
14	151	2.154139518737793	0.4583333333333333
14	161	2.663923740386963	0.3333333333333333
14	171	2.2169322967529297	0.5
14	181	2.5014278888702393	0.375
14	191	3.0050790309906006	0.20833333333333334
14	201	2.5922834873199463	0.3333333333333333
14	211	1.9947361946105957	0.4583333333333333
15	1	3.9500436782836914	0.16666666666666666
15	11	2.064439535140991	0.25
15	21	2.436638832092285	0.3333333333333333
15	31	1.7914172410964966	0.5416666666666666
15	41	2.236379384994507	0.2916666666666667
15	51	1.9796419143676758	0.4583333333333333
15	61	2.2770023345947266	0.4583333333333333
15	71	2.683037042617798	0.375
15	81	2.1487791538238525	0.5
15	91	2.1496968269348145	0.4166666666666667
15	101	2.073148012161255	0.4166666666666667
15	111	2.813438653945923	0.20833333333333334
15	121	2.7044484615325928	0.375
15	131	2.1745822429656982	0.375
15	141	2.000391721725464	0.4166666666666667
15	151	2.1640288829803467	0.3333333333333333
15	161	2.355874538421631	0.3333333333333333
15	171	2.3542802333831787	0.3333333333333333
15	181	2.5939695835113525	0.4583333333333333
15	191	1.8929723501205444	0.375
15	201	2.800156354904175	0.20833333333333334
15	211	1.4837630987167358	0.5416666666666666
16	1	2.2817697525024414	0.4166666666666667
16	11	2.180659294128418	0.4583333333333333
16	21	2.3837053775787354	0.3333333333333333
16	31	1.876029372215271	0.4166666666666667
16	41	1.906626582145691	0.4583333333333333
16	51	3.668222665786743	0.041666666666666664
16	61	2.150243043899536	0.4166666666666667
16	71	2.124851942062378	0.4583333333333333
16	81	1.8792057037353516	0.4583333333333333
16	91	2.627528667449951	0.2916666666666667
16	101	1.6276291608810425	0.5416666666666666
16	111	1.9293724298477173	0.4583333333333333
16	121	2.298502206802368	0.3333333333333333
16	131	1.9493204355239868	0.375
16	141	1.601741909980774	0.5833333333333334
16	151	2.641164541244507	0.2916666666666667
16	161	1.8757160902023315	0.4583333333333333
16	171	2.13588809967041	0.2916666666666667
16	181	2.0469417572021484	0.5
16	191	2.1660306453704834	0.3333333333333333
16	201	2.3991639614105225	0.3333333333333333
16	211	1.79560387134552	0.4166666666666667
17	1	2.241905927658081	0.3333333333333333
17	11	1.9852112531661987	0.3333333333333333
17	21	1.6968392133712769	0.4583333333333333
17	31	2.00992488861084	0.2916666666666667
17	41	1.7319482564926147	0.375
17	51	2.757354736328125	0.25
17	61	1.8996678590774536	0.375
17	71	1.7192496061325073	0.5833333333333334
17	81	1.833825707435608	0.4166666666666667
17	91	1.9203563928604126	0.375
17	101	2.296510934829712	0.2916666666666667
17	111	1.8772010803222656	0.3333333333333333
17	121	1.5706820487976074	0.5416666666666666
17	131	2.303123712539673	0.2916666666666667
17	141	1.5699663162231445	0.5416666666666666
17	151	2.325434923171997	0.3333333333333333
17	161	1.7376688718795776	0.5416666666666666
17	171	2.306959390640259	0.4166666666666667
17	181	2.462226629257202	0.375
17	191	2.401538610458374	0.2916666666666667
17	201	1.6273316144943237	0.5833333333333334
17	211	1.652204155921936	0.5
18	1	2.2190701961517334	0.375
18	11	2.0321733951568604	0.375
18	21	1.809299349784851	0.4583333333333333
18	31	2.67743182182312	0.3333333333333333
18	41	3.667555093765259	0.041666666666666664
18	51	1.912523865699768	0.4166666666666667
18	61	1.7312723398208618	0.4166666666666667
18	71	2.2573788166046143	0.2916666666666667
18	81	1.6328940391540527	0.5416666666666666
18	91	2.116459608078003	0.3333333333333333
18	101	2.049226760864258	0.4166666666666667
18	111	2.1732404232025146	0.4166666666666667
18	121	1.639577865600586	0.4166666666666667
18	131	1.9630142450332642	0.4166666666666667
18	141	1.8643884658813477	0.4583333333333333
18	151	2.0847346782684326	0.5416666666666666
18	161	1.8261240720748901	0.5
18	171	2.5456693172454834	0.4166666666666667
18	181	2.4368817806243896	0.4166666666666667
18	191	2.1078991889953613	0.5
18	201	1.786553978919983	0.5833333333333334
18	211	2.296635389328003	0.4583333333333333
19	1	2.7122068405151367	0.3333333333333333
19	11	1.6870838403701782	0.5416666666666666
19	21	1.8637747764587402	0.4583333333333333
19	31	1.5428838729858398	0.4583333333333333
19	41	2.0061981678009033	0.4166666666666667
19	51	1.754002571105957	0.5
19	61	2.532331705093384	0.375
19	71	1.5206726789474487	0.625
19	81	2.1691946983337402	0.4583333333333333
19	91	1.5139826536178589	0.625
19	101	1.847590446472168	0.5416666666666666
19	111	2.1621813774108887	0.4166666666666667
19	121	2.2986817359924316	0.2916666666666667
19	131	1.824215054512024	0.5
19	141	2.187739372253418	0.4583333333333333
19	151	1.8222522735595703	0.375
19	161	1.8821454048156738	0.4166666666666667
19	171	1.831087589263916	0.4166666666666667
19	181	2.31286883354187	0.375
19	191	4.034094333648682	0.08333333333333333
19	201	1.9589347839355469	0.5
19	211	2.0492796897888184	0.3333333333333333
20	1	1.8108018636703491	0.5416666666666666
20	11	1.6401467323303223	0.5
20	21	1.5350842475891113	0.5833333333333334
20	31	1.5922058820724487	0.5
20	41	1.8364280462265015	0.5416666666666666
20	51	1.9298224449157715	0.4166666666666667
20	61	1.9295226335525513	0.5416666666666666
20	71	1.4595838785171509	0.625
20	81	1.6254905462265015	0.5
20	91	1.6679080724716187	0.5
20	101	2.1827821731567383	0.4166666666666667
20	111	1.7836432456970215	0.4583333333333333
20	121	1.6667351722717285	0.4583333333333333
20	131	2.0641086101531982	0.5
20	141	2.0139825344085693	0.2916666666666667
20	151	2.27099609375	0.3333333333333333
20	161	1.916132926940918	0.4583333333333333
20	171	1.8331445455551147	0.4166666666666667
20	181	1.54692804813385	0.5416666666666666
20	191	1.5199838876724243	0.5
20	201	1.7432864904403687	0.375
20	211	1.5596308708190918	0.625
21	1	1.7346709966659546	0.5
21	11	1.9507426023483276	0.4166666666666667
21	21	2.1103310585021973	0.2916666666666667
21	31	1.5714014768600464	0.5833333333333334
21	41	2.3115363121032715	0.3333333333333333
21	51	1.8197053670883179	0.5416666666666666
21	61	0.9932820200920105	0.75
21	71	1.3778351545333862	0.6666666666666666
21	81	2.2876954078674316	0.4583333333333333
21	91	1.946699619293213	0.4166666666666667
21	101	1.3154407739639282	0.625
21	111	1.66026771068573	0.5
21	121	1.6326044797897339	0.4583333333333333
21	131	2.3214731216430664	0.375
21	141	2.0507709980010986	0.375
21	151	1.4192451238632202	0.5833333333333334
21	161	1.7154169082641602	0.5
21	171	2.0966033935546875	0.4583333333333333
21	181	2.2850685119628906	0.4166666666666667
21	191	2.3207879066467285	0.5416666666666666
21	201	2.0155293941497803	0.4583333333333333
21	211	1.326964259147644	0.5833333333333334
22	1	1.3791546821594238	0.6666666666666666
22	11	1.513303279876709	0.5
22	21	1.8287229537963867	0.5416666666666666
22	31	1.0505577325820923	0.7083333333333334
22	41	1.7289791107177734	0.625
22	51	1.4168528318405151	0.5833333333333334
22	61	1.5911935567855835	0.5
22	71	1.946314811706543	0.375
22	81	2.037529230117798	0.375
22	91	1.659292221069336	0.4583333333333333
22	101	1.8632291555404663	0.4583333333333333
22	111	1.443336009979248	0.5416666666666666
22	121	1.904492974281311	0.5416666666666666
22	131	1.5172358751296997	0.5833333333333334
22	141	1.8532148599624634	0.5416666666666666
22	151	1.981966495513916	0.3333333333333333
22	161	1.9066082239151	0.5416666666666666
22	171	3.3686864376068115	0.20833333333333334
22	181	1.7015680074691772	0.625
22	191	2.0058109760284424	0.4583333333333333
22	201	1.831642746925354	0.5
22	211	1.849924087524414	0.5
23	1	1.7533870935440063	0.625
23	11	1.7881921529769897	0.5
23	21	1.5434412956237793	0.6666666666666666
23	31	1.516188144683838	0.5833333333333334
23	41	1.8167119026184082	0.625
23	51	1.9929922819137573	0.4583333333333333
23	61	1.3995457887649536	0.5416666666666666
23	71	1.1198334693908691	0.75
23	81	1.81218421459198	0.5
23	91	1.6948747634887695	0.4166666666666667
23	101	1.3050625324249268	0.625
23	111	1.5821304321289062	0.5
23	121	1.077885389328003	0.7083333333333334
23	131	1.840108036994934	0.375
23	141	1.4589382410049438	0.5833333333333334
23	151	1.6119050979614258	0.5833333333333334
23	161	1.9600615501403809	0.4583333333333333
23	171	1.3429652452468872	0.625
23	181	1.4696613550186157	0.4583333333333333
23	191	1.6201263666152954	0.4583333333333333
23	201	1.8145956993103027	0.5833333333333334
23	211	2.3679866790771484	0.4166666666666667
24	1	1.3532060384750366	0.4583333333333333
24	11	1.564631462097168	0.5416666666666666
24	21	2.0555191040039062	0.375
24	31	1.6216450929641724	0.4583333333333333
24	41	1.4264284372329712	0.5416666666666666
24	51	1.351240634918213	0.6666666666666666
24	61	1.371762752532959	0.5833333333333334
24	71	1.7805500030517578	0.4583333333333333
24	81	1.6041784286499023	0.5
24	91	1.7365856170654297	0.4166666666666667
24	101	1.5000391006469727	0.5
24	111	1.882464051246643	0.4583333333333333
24	121	1.5968546867370605	0.5416666666666666
24	131	1.2655335664749146	0.5
24	141	1.7513724565505981	0.5416666666666666
24	151	1.6612777709960938	0.6666666666666666
24	161	1.4201664924621582	0.5833333333333334
24	171	1.9735299348831177	0.3333333333333333
24	181	1.8304280042648315	0.4583333333333333
24	191	2.315051794052124	0.375
24	201	1.5792478322982788	0.5833333333333334
24	211	1.1310878992080688	0.7083333333333334
25	1	1.663754940032959	0.5416666666666666
25	11	1.281969428062439	0.6666666666666666
25	21	1.7449840307235718	0.625
25	31	1.86043119430542	0.375
25	41	1.1897828578948975	0.5416666666666666
25	51	1.8572527170181274	0.5
25	61	1.5670795440673828	0.5833333333333334
25	71	1.781190037727356	0.4583333333333333
25	81	1.2800612449645996	0.5416666666666666
25	91	1.66987144947052	0.5416666666666666
25	101	3.518012762069702	0.2916666666666667
25	111	1.5746186971664429	0.5833333333333334
25	121	1.7011197805404663	0.5
25	131	1.3471509218215942	0.625
25	141	1.5565639734268188	0.4583333333333333
25	151	3.1478025913238525	0.375
25	161	1.5019150972366333	0.4583333333333333
25	171	0.8243642449378967	0.7916666666666666
25	181	1.5370293855667114	0.6666666666666666
25	191	1.699666142463684	0.4166666666666667
25	201	2.391023874282837	0.4583333333333333
25	211	1.6745749711990356	0.5
26	1	3.4744489192962646	0.20833333333333334
26	11	1.580546259880066	0.625
26	21	2.8214261531829834	0.25
26	31	1.3705450296401978	0.5
26	41	0.9518575668334961	0.7916666666666666
26	51	1.4652997255325317	0.5833333333333334
26	61	1.5171397924423218	0.5833333333333334
26	71	1.825119137763977	0.5
26	81	1.4566198587417603	0.5416666666666666
26	91	1.6369848251342773	0.5
26	101	2.143598794937134	0.4166666666666667
26	111	1.0617637634277344	0.75
26	121	1.688252329826355	0.625
26	131	1.3748348951339722	0.5833333333333334
26	141	1.7533313035964966	0.5416666666666666
26	151	1.6622791290283203	0.5833333333333334
26	161	1.3111108541488647	0.6666666666666666
26	171	0.9898374676704407	0.6666666666666666
26	181	1.5858765840530396	0.5833333333333334
26	191	1.398307204246521	0.625
26	201	2.108283758163452	0.5833333333333334
26	211	1.0841375589370728	0.6666666666666666
27	1	1.1855086088180542	0.6666666666666666
27	11	1.814195156097412	0.4166666666666667
27	21	1.2548686265945435	0.5
27	31	1.3178569078445435	0.5
27	41	0.6571682691574097	0.9583333333333334
27	51	0.796537458896637	0.875
27	61	1.56519615650177	0.625
27	71	1.6372090578079224	0.4583333333333333
27	81	1.2735055685043335	0.6666666666666666
27	91	1.2052446603775024	0.625
27	101	1.2235339879989624	0.5833333333333334
27	111	1.486586570739746	0.5416666666666666
27	121	1.5548938512802124	0.5416666666666666
27	131	1.88843834400177	0.4166666666666667
27	141	1.3104056119918823	0.625
27	151	1.6892565488815308	0.4583333333333333
27	161	1.583992600440979	0.5833333333333334
27	171	1.4581480026245117	0.5416666666666666
27	181	1.2982362508773804	0.5416666666666666
27	191	1.1318506002426147	0.6666666666666666
27	201	1.4007220268249512	0.5416666666666666
27	211	1.5005793571472168	0.5833333333333334
28	1	1.239824891090393	0.625
28	11	0.915179967880249	0.875
28	21	0.8825137615203857	0.6666666666666666
28	31	1.3895286321640015	0.5833333333333334
28	41	1.110758900642395	0.75
28	51	1.1622415781021118	0.6666666666666666
28	61	1.1391870975494385	0.5416666666666666
28	71	2.054961919784546	0.3333333333333333
28	81	1.4732872247695923	0.6666666666666666
28	91	3.792586326599121	0.125
28	101	1.5394492149353027	0.6666666666666666
28	111	1.1490004062652588	0.75
28	121	1.326109528541565	0.6666666666666666
28	131	1.4349955320358276	0.5833333333333334
28	141	1.5854988098144531	0.625
28	151	1.5539897680282593	0.5833333333333334
28	161	1.3708528280258179	0.4583333333333333
28	171	1.769079566001892	0.4583333333333333
28	181	1.0368362665176392	0.7916666666666666
28	191	1.4095264673233032	0.5833333333333334
28	201	1.3140391111373901	0.5416666666666666
28	211	1.4891867637634277	0.625
29	1	1.3102837800979614	0.5833333333333334
29	11	1.4266000986099243	0.5833333333333334
29	21	1.0237104892730713	0.6666666666666666
29	31	1.2570985555648804	0.6666666666666666
29	41	3.542902708053589	0.16666666666666666
29	51	1.436991572380066	0.625
29	61	1.9481598138809204	0.4583333333333333
29	71	1.7429100275039673	0.5
29	81	0.7619951367378235	0.75
29	91	1.3985099792480469	0.5416666666666666
29	101	1.2312978506088257	0.7083333333333334
29	111	0.9285457134246826	0.625
29	121	1.3021599054336548	0.625
29	131	0.9208967089653015	0.75
29	141	0.6959266662597656	0.8333333333333334
29	151	1.2215523719787598	0.625
29	161	1.1082922220230103	0.75
29	171	1.610241413116455	0.5833333333333334
29	181	0.9025992751121521	0.7083333333333334
29	191	1.3593989610671997	0.5833333333333334
29	201	0.9969501495361328	0.75
29	211	1.51982843875885	0.625
30	1	1.4874862432479858	0.4583333333333333
30	11	0.8538885712623596	0.75
30	21	1.0381258726119995	0.6666666666666666
30	31	0.8930234909057617	0.7916666666666666
30	41	1.27104914188385	0.5416666666666666
30	51	0.9053941369056702	0.875
30	61	1.2599936723709106	0.5833333333333334
30	71	0.8960690498352051	0.8333333333333334
30	81	0.6956401467323303	0.7916666666666666
30	91	1.5659337043762207	0.5
30	101	1.4634771347045898	0.5833333333333334
30	111	0.8130576610565186	0.7083333333333334
30	121	1.2273118495941162	0.6666666666666666
30	131	1.5665100812911987	0.5833333333333334
30	141	1.8638895750045776	0.4166666666666667
30	151	1.7273616790771484	0.5833333333333334
30	161	1.5718904733657837	0.5
30	171	0.7807326912879944	0.8333333333333334
30	181	1.2743300199508667	0.7083333333333334
30	191	1.135124683380127	0.625
30	201	1.0184406042099	0.75
30	211	1.1789358854293823	0.7083333333333334
31	1	1.0136719942092896	0.7083333333333334
31	11	0.8026382923126221	0.7083333333333334
31	21	1.1184974908828735	0.7083333333333334
31	31	0.9935881495475769	0.5416666666666666
31	41	1.667984127998352	0.5416666666666666
31	51	0.8503527641296387	0.7916666666666666
31	61	1.050634741783142	0.7083333333333334
31	71	1.072996973991394	0.625
31	81	0.8981571793556213	0.6666666666666666
31	91	1.2897849082946777	0.6666666666666666
31	101	1.5981031656265259	0.625
31	111	1.1433478593826294	0.625
31	121	1.2059669494628906	0.75
31	131	1.19843327999115	0.5833333333333334
31	141	1.3161886930465698	0.5833333333333334
31	151	1.0548995733261108	0.625
31	161	4.313267230987549	0.08333333333333333
31	171	1.2861231565475464	0.625
31	181	1.1550166606903076	0.6666666666666666
31	191	0.684319794178009	0.875
31	201	1.5124059915542603	0.625
31	211	1.272804856300354	0.5416666666666666
32	1	0.9285679459571838	0.6666666666666666
32	11	0.913171112537384	0.7083333333333334
32	21	1.0326393842697144	0.75
32	31	0.5750159621238708	0.8333333333333334
32	41	1.1706223487854004	0.6666666666666666
32	51	0.6078310012817383	0.8333333333333334
32	61	1.0706992149353027	0.75
32	71	0.766200840473175	0.8333333333333334
32	81	0.8846136927604675	0.75
32	91	0.9870135188102722	0.5833333333333334
32	101	1.3824158906936646	0.5
32	111	1.1858363151550293	0.5833333333333334
32	121	1.148112177848816	0.625
32	131	1.1684207916259766	0.75
32	141	1.623754858970642	0.4166666666666667
32	151	0.7679151892662048	0.875
32	161	1.0762465000152588	0.6666666666666666
32	171	4.975958824157715	0.08333333333333333
